Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Doug McDermott - Average,Average,,,,17.4,2.7,5.3,47.70%,2.2,4.2,52.10%,0.3,0.4,7.50%,0.2,1.1,1.3,1.7,0.2,0.1,0.5,1.5,7.9,-5.9
JaVale McGee,Kings,6-Nov-23,SAC @ HOU,L,10,4,5,80.00%,0,0,0.00%,2,2,100.00%,3,0,3,0,0,0,2,4,10,-11
JaVale McGee,Kings,4-Nov-23,SAC @ HOU,L,15,5,9,55.60%,0,1,0.00%,2,2,100.00%,2,4,6,0,0,0,0,0,12,7
JaVale McGee,Kings,1-Nov-23,SAC @ GSW,L,10,3,7,42.90%,0,0,0.00%,0,0,0.00%,2,4,6,0,0,1,1,0,6,3
JaVale McGee,Kings,29-Oct-23,SAC vs. LAL,W,15,2,2,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,1,1,1,1,4,4
JaVale McGee,Kings,27-Oct-23,SAC vs. GSW,L,12,3,6,50.00%,0,0,0.00%,1,3,33.30%,2,2,4,0,0,0,2,0,7,1
JaVale McGee,Kings,25-Oct-23,SAC @ UTA,W,13,4,4,100.00%,0,0,0.00%,0,0,0.00%,0,1,1,1,0,1,0,0,8,13
JaVale McGee - Average,Average,,,,12.5,3.5,5.5,71.40%,0,0.2,0.00%,0.8,1.2,38.90%,1.5,1.8,3.3,0.2,0.2,0.5,1,0.8,7.8,2.8
Bryce McGowens,Hornets,12-Nov-23,CHA @ NYK,L,19,1,4,25.00%,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,2,-6
Bryce McGowens,Hornets,10-Nov-23,CHA @ WAS,W,13,1,2,50.00%,0,1,0.00%,0,0,0.00%,0,2,2,1,0,0,1,3,2,-8
Bryce McGowens,Hornets,8-Nov-23,CHA vs. WAS,L,15,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,3,3,1,0,0,2,2,2,-1
Bryce McGowens,Hornets,5-Nov-23,CHA @ DAL,L,10,0,1,0.00%,0,1,0.00%,1,2,50.00%,0,2,2,0,2,0,0,0,1,1
Bryce McGowens - Average,Average,,,,14.2,0.5,1.8,18.80%,0,1,0.00%,0.8,1,37.50%,0,1.8,1.8,0.5,0.5,0,0.8,1.2,1.8,-3.5
Jordan McLaughlin,Timberwolves,6-Nov-23,MIN vs. BOS,W,4,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,1,0,0,2,3
Jordan McLaughlin,Timberwolves,4-Nov-23,MIN vs. UTA,W,4,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,1,0,5
Jordan McLaughlin,Timberwolves,1-Nov-23,MIN vs. DEN,W,4,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,2
Jordan McLaughlin,Timberwolves,30-Oct-23,MIN @ ATL,L,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,0,4
Jordan McLaughlin,Timberwolves,28-Oct-23,MIN vs. MIA,W,6,1,3,33.30%,1,1,100.00%,0,0,0.00%,0,0,0,4,0,0,0,1,3,-4
Jordan McLaughlin - Average,Average,,,,3.8,0.2,0.8,6.70%,0.2,0.4,20.00%,0.4,0.4,20.00%,0,0,0,1,0,0.4,0,0.4,1,2
De'Anthony Melton,76ers,12-Nov-23,PHI vs. IND,W,30,4,7,57.10%,1,3,33.30%,1,1,100.00%,1,3,4,6,0,0,2,1,10,-1
De'Anthony Melton,76ers,10-Nov-23,PHI @ DET,W,30,3,9,33.30%,2,6,33.30%,2,4,50.00%,0,3,3,2,3,1,0,3,10,15
De'Anthony Melton,76ers,8-Nov-23,PHI vs. BOS,W,29,1,9,11.10%,1,7,14.30%,0,0,0.00%,0,4,4,2,1,0,1,2,3,-3
De'Anthony Melton,76ers,6-Nov-23,PHI vs. WAS,W,26,5,10,50.00%,4,5,80.00%,0,0,0.00%,0,3,3,4,1,0,1,1,14,1
De'Anthony Melton,76ers,4-Nov-23,PHI vs. PHX,W,25,3,10,30.00%,2,7,28.60%,0,2,0.00%,2,0,2,4,1,1,2,3,8,0
De'Anthony Melton,76ers,2-Nov-23,PHI vs. TOR,W,21,1,6,16.70%,1,3,33.30%,1,2,50.00%,0,5,5,5,1,0,1,4,4,10
De'Anthony Melton,76ers,29-Oct-23,PHI vs. POR,W,31,4,9,44.40%,1,2,50.00%,3,3,100.00%,0,2,2,8,2,0,1,2,12,27
De'Anthony Melton,76ers,28-Oct-23,PHI @ TOR,W,32,1,7,14.30%,0,4,0.00%,0,0,0.00%,0,5,5,4,1,1,2,2,2,0
De'Anthony Melton,76ers,26-Oct-23,PHI @ MIL,L,25,3,10,30.00%,2,6,33.30%,2,2,100.00%,1,1,2,4,2,0,1,2,10,-4
De'Anthony Melton - Average,Average,,,,27.7,2.8,8.6,31.90%,1.6,4.8,34.00%,1,1.6,44.40%,0.4,2.9,3.3,4.3,1.3,0.3,1.2,2.2,8.1,5
Sam Merrill,Cavaliers,5-Nov-23,CLE vs. GSW,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Sam Merrill,Cavaliers,31-Oct-23,CLE vs. NYK,L,14,2,4,50.00%,2,4,50.00%,0,0,0.00%,0,1,1,2,1,0,1,0,6,-2
Sam Merrill,Cavaliers,28-Oct-23,CLE vs. IND,L,6,0,2,0.00%,0,1,0.00%,0,0,0.00%,1,1,2,1,1,0,0,0,0,2
Sam Merrill - Average,Average,,,,7,0.7,2,16.70%,0.7,1.7,16.70%,0,0,0.00%,0.3,0.7,1,1,0.7,0,0.3,0,2,-0.7
Chimezie Metu,Suns,12-Nov-23,PHX vs. OKC,L,1,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0
Chimezie Metu,Suns,5-Nov-23,PHX @ DET,W,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-5
Chimezie Metu,Suns,4-Nov-23,PHX @ PHI,L,5,0,1,0.00%,0,1,0.00%,2,2,100.00%,0,1,1,0,0,1,1,0,2,4
Chimezie Metu,Suns,28-Oct-23,PHX vs. UTA,W,3,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,1,1,1,0,0,0,0,2,-4
Chimezie Metu - Average,Average,,,,2.8,0.2,1,12.50%,0,0.5,0.00%,0.5,0.5,25.00%,0,0.5,0.5,0.2,0,0.2,0.2,0,1,-1.2
Vasilije Micic,Thunder,3-Nov-23,OKC vs. GSW,L,12,2,5,40.00%,1,2,50.00%,0,0,0.00%,0,1,1,3,0,0,0,1,5,-2
Vasilije Micic,Thunder,29-Oct-23,OKC vs. DEN,L,14,1,3,33.30%,0,2,0.00%,0,0,0.00%,0,0,0,3,0,0,2,1,2,-9
Vasilije Micic,Thunder,27-Oct-23,OKC @ CLE,W,6,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,0,0,1,0,0,2,0,3,2
Vasilije Micic - Average,Average,,,,10.7,1.3,3,57.80%,0.7,1.7,50.00%,0,0,0.00%,0,0.3,0.3,2.3,0,0,1.3,0.7,3.3,-3
Khris Middleton,Bucks,11-Nov-23,MIL @ ORL,L,20,4,8,50.00%,2,4,50.00%,0,0,0.00%,0,0,0,7,0,1,1,1,10,-3
Khris Middleton,Bucks,9-Nov-23,MIL @ IND,L,20,7,13,53.80%,2,6,33.30%,3,4,75.00%,1,1,2,4,0,0,2,1,19,-5
Khris Middleton,Bucks,6-Nov-23,MIL @ BKN,W,21,6,10,60.00%,1,4,25.00%,2,2,100.00%,0,3,3,4,0,0,0,1,15,9
Khris Middleton,Bucks,3-Nov-23,MIL vs. NYK,W,21,5,10,50.00%,2,3,66.70%,0,0,0.00%,3,6,9,4,0,0,0,1,12,-2
Khris Middleton,Bucks,1-Nov-23,MIL @ TOR,L,17,4,10,40.00%,1,4,25.00%,2,2,100.00%,0,3,3,0,1,0,4,2,11,-13
Khris Middleton,Bucks,30-Oct-23,MIL vs. MIA,W,17,1,4,25.00%,0,2,0.00%,3,4,75.00%,0,2,2,5,1,0,1,2,5,14
Khris Middleton,Bucks,26-Oct-23,MIL vs. PHI,W,16,2,5,40.00%,1,3,33.30%,1,2,50.00%,0,3,3,4,2,0,2,0,6,14
Khris Middleton - Average,Average,,,,18.9,4.1,8.6,45.50%,1.3,3.7,33.30%,1.6,2,57.10%,0.6,2.6,3.1,4,0.6,0.1,1.4,1.1,11.1,2
Brandon Miller,Hornets,12-Nov-23,CHA @ NYK,L,10,5,6,83.30%,1,2,50.00%,0,1,0.00%,1,2,3,0,0,0,0,0,11,4
Brandon Miller,Hornets,10-Nov-23,CHA @ WAS,W,32,5,16,31.30%,0,6,0.00%,2,2,100.00%,2,1,3,2,1,2,1,5,12,3
Brandon Miller,Hornets,8-Nov-23,CHA vs. WAS,L,30,5,11,45.50%,1,2,50.00%,2,3,66.70%,2,3,5,2,1,0,2,2,13,-11
Brandon Miller,Hornets,5-Nov-23,CHA @ DAL,L,36,3,12,25.00%,0,5,0.00%,1,2,50.00%,0,1,1,1,1,0,0,3,7,-9
Brandon Miller,Hornets,4-Nov-23,CHA @ IND,W,34,4,7,57.10%,0,2,0.00%,2,2,100.00%,1,2,3,1,0,1,0,4,10,17
Brandon Miller,Hornets,1-Nov-23,CHA @ HOU,L,24,4,9,44.40%,1,3,33.30%,1,2,50.00%,1,4,5,2,0,0,1,5,10,-6
Brandon Miller,Hornets,30-Oct-23,CHA vs. BKN,L,36,7,16,43.80%,2,5,40.00%,6,6,100.00%,4,5,9,2,0,1,0,3,22,-4
Brandon Miller,Hornets,27-Oct-23,CHA vs. DET,L,33,6,13,46.20%,2,4,50.00%,3,4,75.00%,2,4,6,2,1,1,3,4,17,-2
Brandon Miller,Hornets,25-Oct-23,CHA vs. ATL,W,25,5,9,55.60%,3,7,42.90%,0,0,0.00%,0,3,3,2,0,0,1,3,13,-13
Brandon Miller - Average,Average,,,,28.9,4.9,11,48.00%,1.1,4,29.60%,1.9,2.4,60.20%,1.4,2.8,4.2,1.6,0.4,0.6,0.9,3.2,12.8,-2.3
Jordan Miller,Clippers,31-Oct-23,LAC vs. ORL,W,3,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,1,3,2
Jordan Miller,Clippers,25-Oct-23,LAC vs. POR,W,4,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2,-7
Jordan Miller - Average,Average,,,,3.5,1,1.5,75.00%,0.5,0.5,50.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2.5,-2.5
Leonard Miller,Timberwolves,28-Oct-23,MIN vs. MIA,W,2,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,-7
Leonard Miller - Average,Average,,,,2,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,-7
Shake Milton,Timberwolves,12-Nov-23,MIN @ GSW,W,10,0,1,0.00%,0,0,0.00%,1,2,50.00%,0,0,0,0,0,0,1,1,1,-2
Shake Milton,Timberwolves,10-Nov-23,MIN @ SAS,W,14,2,4,50.00%,2,3,66.70%,0,1,0.00%,1,2,3,1,0,0,2,3,6,0
Shake Milton,Timberwolves,8-Nov-23,MIN vs. NOP,W,19,4,9,44.40%,1,5,20.00%,1,1,100.00%,0,4,4,1,2,0,2,1,10,4
Shake Milton,Timberwolves,6-Nov-23,MIN vs. BOS,W,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-8
Shake Milton,Timberwolves,4-Nov-23,MIN vs. UTA,W,15,2,4,50.00%,0,2,0.00%,4,4,100.00%,1,1,2,0,1,1,0,2,8,4
Shake Milton,Timberwolves,1-Nov-23,MIN vs. DEN,W,18,0,3,0.00%,0,0,0.00%,2,2,100.00%,0,1,1,1,2,0,1,1,2,10
Shake Milton,Timberwolves,30-Oct-23,MIN @ ATL,L,17,4,8,50.00%,2,2,100.00%,0,0,0.00%,0,1,1,1,0,0,1,1,10,2
Shake Milton,Timberwolves,28-Oct-23,MIN vs. MIA,W,17,1,4,25.00%,0,2,0.00%,0,1,0.00%,0,1,1,2,0,0,2,0,2,-4
Shake Milton,Timberwolves,25-Oct-23,MIN @ TOR,L,21,1,5,20.00%,1,4,25.00%,1,2,50.00%,0,3,3,4,2,0,2,4,4,3
Shake Milton - Average,Average,,,,14.9,1.6,4.2,26.60%,0.7,2,23.50%,1,1.4,44.40%,0.2,1.4,1.7,1.1,0.8,0.1,1.2,1.4,4.8,1
Justin Minaya,Trail Blazers,8-Nov-23,POR @ SAC,L,8,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,1,2,0,0,0,1,1,0,-4
Justin Minaya - Average,Average,,,,8,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,1,2,0,0,0,1,1,0,-4
Josh Minott,Timberwolves,8-Nov-23,MIN vs. NOP,W,3,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,2,0,-6
Josh Minott,Timberwolves,4-Nov-23,MIN vs. UTA,W,4,1,1,100.00%,0,0,0.00%,2,3,66.70%,0,0,0,1,0,0,0,0,4,5
Josh Minott,Timberwolves,1-Nov-23,MIN vs. DEN,W,4,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,2,2
Josh Minott,Timberwolves,30-Oct-23,MIN @ ATL,L,1,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,2,4
Josh Minott,Timberwolves,28-Oct-23,MIN vs. MIA,W,2,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,0,-7
Josh Minott - Average,Average,,,,2.8,0.6,1.2,60.00%,0,0.4,0.00%,0.4,0.6,13.30%,0,0,0,0.2,0,0.2,0,0.4,1.6,-0.4
Davion Mitchell,Kings,10-Nov-23,SAC vs. OKC,W,17,1,6,16.70%,1,6,16.70%,0,0,0.00%,0,1,1,1,0,0,0,1,3,1
Davion Mitchell,Kings,8-Nov-23,SAC vs. POR,W,28,6,9,66.70%,3,4,75.00%,1,1,100.00%,0,0,0,4,0,0,2,4,16,3
Davion Mitchell,Kings,6-Nov-23,SAC @ HOU,L,27,2,11,18.20%,1,5,20.00%,0,0,0.00%,1,0,1,2,0,1,0,2,5,-30
Davion Mitchell,Kings,4-Nov-23,SAC @ HOU,L,26,3,7,42.90%,1,4,25.00%,0,0,0.00%,0,3,3,5,0,1,1,3,7,-13
Davion Mitchell,Kings,1-Nov-23,SAC @ GSW,L,30,5,9,55.60%,3,6,50.00%,0,0,0.00%,0,3,3,4,3,0,2,1,13,-3
Davion Mitchell,Kings,29-Oct-23,SAC vs. LAL,W,15,2,4,50.00%,1,2,50.00%,0,0,0.00%,0,2,2,2,0,0,0,4,5,-17
Davion Mitchell,Kings,27-Oct-23,SAC vs. GSW,L,11,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,1,0,2,1,0,-8
Davion Mitchell,Kings,25-Oct-23,SAC @ UTA,W,14,0,3,0.00%,0,2,0.00%,0,0,0.00%,0,3,3,4,0,0,1,3,0,4
Davion Mitchell - Average,Average,,,,21,2.4,6.4,31.30%,1.2,3.8,29.60%,0.1,0.1,12.50%,0.1,1.5,1.6,2.8,0.5,0.2,1,2.4,6.1,-7.9
Donovan Mitchell,Cavaliers,11-Nov-23,CLE @ GSW,W,36,7,22,31.80%,2,6,33.30%,5,6,83.30%,1,6,7,5,2,1,2,4,21,15
Donovan Mitchell,Cavaliers,8-Nov-23,CLE @ OKC,L,37,8,23,34.80%,1,9,11.10%,3,3,100.00%,0,5,5,5,2,0,0,2,20,2
Donovan Mitchell,Cavaliers,5-Nov-23,CLE vs. GSW,W,34,11,19,57.90%,5,11,45.50%,4,4,100.00%,1,1,2,7,2,0,4,3,31,6
Donovan Mitchell,Cavaliers,3-Nov-23,CLE @ IND,L,37,13,21,61.90%,4,7,57.10%,8,10,80.00%,1,4,5,9,1,0,3,1,38,0
Donovan Mitchell,Cavaliers,1-Nov-23,CLE @ NYK,W,37,9,22,40.90%,6,15,40.00%,6,6,100.00%,1,5,6,4,1,1,5,5,30,3
Donovan Mitchell,Cavaliers,31-Oct-23,CLE vs. NYK,L,29,11,20,55.00%,0,3,0.00%,4,4,100.00%,2,1,3,3,3,0,2,2,26,-11
Donovan Mitchell,Cavaliers,27-Oct-23,CLE vs. OKC,L,42,15,27,55.60%,4,11,36.40%,9,11,81.80%,1,7,8,5,3,2,5,1,43,7
Donovan Mitchell,Cavaliers,25-Oct-23,CLE @ BKN,W,36,11,21,52.40%,4,10,40.00%,1,1,100.00%,2,3,5,6,4,1,0,1,27,7
Donovan Mitchell - Average,Average,,,,36,10.6,21.9,48.80%,3.2,9,32.90%,5,5.6,93.10%,1.1,4,5.1,5.5,2.2,0.6,2.6,2.4,29.5,3.6
Evan Mobley,Cavaliers,11-Nov-23,CLE @ GSW,W,31,6,10,60.00%,0,1,0.00%,7,7,100.00%,1,4,5,2,1,1,2,4,19,-4
Evan Mobley,Cavaliers,8-Nov-23,CLE @ OKC,L,33,9,16,56.30%,0,1,0.00%,4,4,100.00%,2,3,5,1,1,1,1,2,22,3
Evan Mobley,Cavaliers,5-Nov-23,CLE vs. GSW,W,29,6,10,60.00%,0,1,0.00%,1,4,25.00%,5,11,16,2,0,1,5,4,13,8
Evan Mobley,Cavaliers,3-Nov-23,CLE @ IND,L,36,7,13,53.80%,0,2,0.00%,0,0,0.00%,2,8,10,5,3,4,2,2,14,11
Evan Mobley,Cavaliers,1-Nov-23,CLE @ NYK,W,35,6,12,50.00%,0,0,0.00%,2,3,66.70%,2,6,8,5,2,2,2,2,14,8
Evan Mobley,Cavaliers,31-Oct-23,CLE vs. NYK,L,29,3,9,33.30%,0,0,0.00%,0,0,0.00%,4,8,12,5,0,2,2,0,6,-19
Evan Mobley,Cavaliers,28-Oct-23,CLE vs. IND,L,33,12,22,54.50%,1,1,100.00%,8,10,80.00%,5,9,14,3,0,3,2,4,33,-15
Evan Mobley,Cavaliers,27-Oct-23,CLE vs. OKC,L,34,5,12,41.70%,0,0,0.00%,4,6,66.70%,2,13,15,3,0,2,2,4,14,-9
Evan Mobley,Cavaliers,25-Oct-23,CLE @ BKN,W,34,5,11,45.50%,0,0,0.00%,0,0,0.00%,1,5,6,1,0,2,0,3,10,3
Evan Mobley - Average,Average,,,,32.7,6.6,12.8,50.60%,0.1,0.7,11.10%,2.9,3.8,48.70%,2.7,7.4,10.1,3,0.8,2,2,2.8,16.1,-1.6
Isaiah Mobley,Cavaliers,31-Oct-23,CLE vs. NYK,L,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,1,0,-3
Isaiah Mobley - Average,Average,,,,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,1,0,-3
Malik Monk,Kings,10-Nov-23,SAC vs. OKC,W,29,5,12,41.70%,2,5,40.00%,0,0,0.00%,0,2,2,8,1,0,2,3,12,7
Malik Monk,Kings,8-Nov-23,SAC vs. POR,W,30,4,16,25.00%,0,7,0.00%,15,19,78.90%,2,4,6,10,1,0,5,0,23,8
Malik Monk,Kings,6-Nov-23,SAC @ HOU,L,15,2,6,33.30%,1,3,33.30%,0,0,0.00%,0,1,1,2,1,0,1,3,5,-16
Malik Monk,Kings,4-Nov-23,SAC @ HOU,L,26,6,13,46.20%,3,7,42.90%,3,4,75.00%,0,3,3,7,0,1,1,1,18,-9
Malik Monk,Kings,1-Nov-23,SAC @ GSW,L,25,5,9,55.60%,3,5,60.00%,3,3,100.00%,3,0,3,2,0,2,3,1,16,1
Malik Monk,Kings,29-Oct-23,SAC vs. LAL,W,25,7,17,41.20%,4,9,44.40%,4,5,80.00%,1,2,3,3,0,0,2,1,22,0
Malik Monk,Kings,27-Oct-23,SAC vs. GSW,L,18,2,4,50.00%,1,2,50.00%,4,4,100.00%,0,0,0,6,0,1,2,2,9,-6
Malik Monk,Kings,25-Oct-23,SAC @ UTA,W,23,4,12,33.30%,2,9,22.20%,0,0,0.00%,1,1,2,7,0,2,2,2,10,12
Malik Monk - Average,Average,,,,23.9,4.4,11.1,40.80%,2,5.9,36.60%,3.6,4.4,54.20%,0.9,1.6,2.5,5.6,0.4,0.8,2.2,1.6,14.4,-0.4
Moses Moody,Warriors,12-Nov-23,GSW vs. MIN,L,13,1,6,16.70%,0,4,0.00%,0,0,0.00%,1,2,3,0,0,0,1,1,2,-10
Moses Moody,Warriors,11-Nov-23,GSW vs. CLE,L,18,2,4,50.00%,2,3,66.70%,2,2,100.00%,1,4,5,1,0,0,1,3,8,2
Moses Moody,Warriors,8-Nov-23,GSW @ DEN,L,14,4,7,57.10%,2,3,66.70%,0,0,0.00%,0,3,3,1,1,0,0,0,10,6
Moses Moody,Warriors,6-Nov-23,GSW @ DET,W,19,2,6,33.30%,0,2,0.00%,0,0,0.00%,1,1,2,2,3,0,0,0,4,8
Moses Moody,Warriors,5-Nov-23,GSW @ CLE,L,14,1,3,33.30%,0,2,0.00%,1,2,50.00%,1,2,3,0,1,0,0,1,3,-1
Moses Moody,Warriors,3-Nov-23,GSW @ OKC,W,18,3,7,42.90%,2,5,40.00%,0,0,0.00%,1,0,1,2,1,0,1,3,8,4
Moses Moody,Warriors,1-Nov-23,GSW vs. SAC,W,15,0,3,0.00%,0,2,0.00%,1,2,50.00%,0,3,3,0,0,1,0,1,1,-5
Moses Moody,Warriors,30-Oct-23,GSW @ NOP,W,21,5,8,62.50%,2,5,40.00%,1,1,100.00%,2,1,3,4,0,0,0,0,13,18
Moses Moody,Warriors,29-Oct-23,GSW @ HOU,W,17,1,6,16.70%,1,5,20.00%,2,2,100.00%,0,3,3,1,0,1,0,1,5,11
Moses Moody,Warriors,27-Oct-23,GSW @ SAC,W,21,4,5,80.00%,2,3,66.70%,0,0,0.00%,0,3,3,1,3,0,1,0,10,11
Moses Moody,Warriors,24-Oct-23,GSW vs. PHX,L,18,4,6,66.70%,2,4,50.00%,1,2,50.00%,1,2,3,0,3,1,1,1,11,-6
Moses Moody - Average,Average,,,,17.1,2.5,5.5,41.70%,1.2,3.5,31.80%,0.7,1,40.90%,0.7,2.2,2.9,1.1,1.1,0.3,0.5,1,6.8,3.5
Markieff Morris,Mavericks,12-Nov-23,DAL @ NOP,W,4,0,2,0.00%,0,2,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,-8
Markieff Morris - Average,Average,,,,4,0,2,0.00%,0,2,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,-8
Marcus Morris Sr.,76ers,10-Nov-23,PHI @ DET,W,6,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,2,0,-10
Marcus Morris Sr.,76ers,6-Nov-23,PHI vs. WAS,W,6,1,2,50.00%,0,0,0.00%,1,1,100.00%,0,1,1,0,0,1,0,0,3,7
Marcus Morris Sr. - Average,Average,,,,6,0.5,1,25.00%,0,0,0.00%,0.5,0.5,50.00%,0,1,1,0,0,0.5,0,1,1.5,-1.5
Dejounte Murray,Hawks,11-Nov-23,ATL vs. MIA,L,36,9,16,56.30%,5,9,55.60%,0,1,0.00%,0,5,5,5,3,1,3,1,23,-9
Dejounte Murray,Hawks,9-Nov-23,ATL @ ORL,W,33,6,15,40.00%,3,7,42.90%,1,2,50.00%,0,3,3,2,2,0,4,2,16,5
Dejounte Murray,Hawks,6-Nov-23,ATL @ OKC,L,33,7,16,43.80%,6,9,66.70%,9,10,90.00%,2,2,4,6,1,0,3,4,29,-3
Dejounte Murray,Hawks,4-Nov-23,ATL @ NOP,W,37,8,20,40.00%,2,9,22.20%,2,2,100.00%,2,6,8,7,0,0,3,1,20,13
Dejounte Murray,Hawks,1-Nov-23,ATL vs. WAS,W,34,10,15,66.70%,3,5,60.00%,1,2,50.00%,0,4,4,8,1,1,4,2,24,15
Dejounte Murray,Hawks,30-Oct-23,ATL vs. MIN,W,39,17,24,70.80%,3,5,60.00%,4,4,100.00%,0,7,7,5,2,0,3,1,41,25
Dejounte Murray,Hawks,29-Oct-23,ATL @ MIL,W,30,6,12,50.00%,1,5,20.00%,2,2,100.00%,0,1,1,5,2,1,3,0,15,26
Dejounte Murray,Hawks,27-Oct-23,ATL vs. NYK,L,35,8,17,47.10%,0,3,0.00%,2,3,66.70%,2,5,7,6,1,1,1,1,18,-6
Dejounte Murray,Hawks,25-Oct-23,ATL @ CHA,L,33,3,14,21.40%,0,3,0.00%,5,6,83.30%,0,2,2,6,0,0,1,0,11,-15
Dejounte Murray - Average,Average,,,,34.4,8.2,16.6,48.50%,2.6,6.1,36.40%,2.9,3.6,71.10%,0.7,3.9,4.6,5.6,1.3,0.4,2.8,1.3,21.9,5.7
Jamal Murray,Nuggets,4-Nov-23,DEN vs. CHI,W,10,1,3,33.30%,0,0,0.00%,0,0,0.00%,0,2,2,0,0,0,0,0,2,-2
Jamal Murray,Nuggets,3-Nov-23,DEN vs. DAL,W,39,5,15,33.30%,2,6,33.30%,6,6,100.00%,0,2,2,13,1,0,2,4,18,2
Jamal Murray,Nuggets,1-Nov-23,DEN @ MIN,L,32,5,16,31.30%,1,4,25.00%,3,5,60.00%,2,4,6,6,1,1,3,3,14,-17
Jamal Murray,Nuggets,30-Oct-23,DEN vs. UTA,W,37,7,19,36.80%,3,7,42.90%,1,2,50.00%,0,3,3,14,0,2,3,0,18,-5
Jamal Murray,Nuggets,29-Oct-23,DEN @ OKC,W,30,9,14,64.30%,1,1,100.00%,0,0,0.00%,1,1,2,8,0,0,4,1,19,22
Jamal Murray,Nuggets,27-Oct-23,DEN @ MEM,W,34,7,17,41.20%,4,9,44.40%,4,4,100.00%,0,1,1,5,0,1,3,2,22,8
Jamal Murray,Nuggets,24-Oct-23,DEN vs. LAL,W,34,8,13,61.50%,3,5,60.00%,2,2,100.00%,0,2,2,6,0,1,1,3,21,3
Jamal Murray - Average,Average,,,,30.9,6,13.9,43.10%,2,4.6,43.70%,2.3,2.7,58.60%,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3,1.6
Keegan Murray,Kings,10-Nov-23,SAC vs. OKC,W,40,8,17,47.10%,3,10,30.00%,5,5,100.00%,4,7,11,1,3,1,3,1,24,-3
Keegan Murray,Kings,8-Nov-23,SAC vs. POR,W,31,4,17,23.50%,1,6,16.70%,0,0,0.00%,2,5,7,3,1,2,1,3,9,8
Keegan Murray,Kings,6-Nov-23,SAC @ HOU,L,28,5,11,45.50%,2,6,33.30%,0,0,0.00%,0,5,5,1,1,0,2,3,12,-18
Keegan Murray,Kings,4-Nov-23,SAC @ HOU,L,33,3,12,25.00%,1,8,12.50%,0,0,0.00%,0,2,2,1,0,0,0,1,7,-17
Keegan Murray,Kings,1-Nov-23,SAC @ GSW,L,39,4,15,26.70%,0,7,0.00%,2,2,100.00%,2,4,6,3,2,0,0,2,10,3
Keegan Murray,Kings,29-Oct-23,SAC vs. LAL,W,33,6,14,42.90%,3,9,33.30%,2,3,66.70%,3,5,8,5,2,1,1,4,17,13
Keegan Murray,Kings,27-Oct-23,SAC vs. GSW,L,40,6,16,37.50%,3,11,27.30%,1,2,50.00%,3,4,7,1,2,1,4,2,16,-11
Keegan Murray,Kings,25-Oct-23,SAC @ UTA,W,30,5,13,38.50%,4,9,44.40%,1,1,100.00%,2,6,8,1,1,2,0,4,15,12
