Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Chris Duarte,Kings,4-Nov-23,SAC @ HOU,L,26,3,8,37.50%,2,6,33.30%,2,2,100.00%,0,2,2,1,1,1,0,4,10,-4
Chris Duarte,Kings,1-Nov-23,SAC @ GSW,L,7,0,3,0.00%,0,1,0.00%,2,2,100.00%,0,1,1,2,0,0,1,3,2,-1
Chris Duarte,Kings,29-Oct-23,SAC vs. LAL,W,14,2,4,50.00%,0,2,0.00%,0,0,0.00%,0,2,2,0,1,0,0,3,4,1
Chris Duarte,Kings,27-Oct-23,SAC vs. GSW,L,26,1,7,14.30%,0,4,0.00%,2,3,66.70%,0,1,1,3,1,0,1,6,4,0
Chris Duarte,Kings,25-Oct-23,SAC @ UTA,W,15,3,5,60.00%,3,4,75.00%,0,0,0.00%,1,1,2,1,0,0,0,3,9,5
Chris Duarte - Average,Average,,,,14.9,1.4,4.5,27.50%,0.9,2.9,30.20%,1,1.4,39.60%,0.1,1.4,1.5,1.1,0.6,0.1,0.5,3,4.6,-2
Kris Dunn,Jazz,8-Nov-23,UTA @ IND,L,12,3,5,60.00%,1,1,100.00%,0,0,0.00%,1,3,4,2,0,0,0,0,7,-3
Kris Dunn,Jazz,6-Nov-23,UTA @ CHI,L,11,1,1,100.00%,1,1,100.00%,0,0,0.00%,2,3,5,3,0,0,2,1,3,-3
Kris Dunn,Jazz,2-Nov-23,UTA vs. ORL,L,6,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,2,2,3,0,0,0,0,2,-1
Kris Dunn,Jazz,1-Nov-23,UTA vs. MEM,W,13,1,2,50.00%,1,1,100.00%,2,2,100.00%,0,1,1,3,0,0,0,3,5,10
Kris Dunn,Jazz,30-Oct-23,UTA @ DEN,L,6,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,2,2,1,0,0,0,1,0,0
Kris Dunn,Jazz,28-Oct-23,UTA @ PHX,L,20,2,7,28.60%,0,1,0.00%,0,0,0.00%,0,2,2,3,2,0,1,2,4,4
Kris Dunn,Jazz,27-Oct-23,UTA vs. LAC,W,19,2,7,28.60%,0,2,0.00%,0,0,0.00%,0,1,1,3,1,0,3,6,4,8
Kris Dunn,Jazz,25-Oct-23,UTA vs. SAC,L,16,3,6,50.00%,0,1,0.00%,2,4,50.00%,0,1,1,2,2,0,4,0,8,-16
Kris Dunn - Average,Average,,,,12.9,1.6,4,45.90%,0.4,1,37.50%,0.5,0.8,18.80%,0.4,1.9,2.2,2.5,0.6,0,1.2,1.6,4.1,-0.1
Kevin Durant,Suns,12-Nov-23,PHX vs. OKC,L,36,7,18,38.90%,3,5,60.00%,11,11,100.00%,0,9,9,4,1,2,3,1,28,-13
Kevin Durant,Suns,10-Nov-23,PHX vs. LAL,L,39,13,27,48.10%,4,6,66.70%,8,10,80.00%,1,8,9,5,0,0,4,4,38,8
Kevin Durant,Suns,8-Nov-23,PHX @ CHI,W,42,7,16,43.80%,2,5,40.00%,9,9,100.00%,1,6,7,9,2,1,6,2,25,5
Kevin Durant,Suns,5-Nov-23,PHX @ DET,W,35,14,27,51.90%,1,3,33.30%,12,12,100.00%,0,4,4,5,1,2,3,1,41,7
Kevin Durant,Suns,4-Nov-23,PHX @ PHI,L,36,9,20,45.00%,1,4,25.00%,12,14,85.70%,1,7,8,3,1,2,5,1,31,-13
Kevin Durant,Suns,2-Nov-23,PHX vs. SAS,L,37,10,15,66.70%,3,5,60.00%,5,9,55.60%,0,6,6,1,0,2,3,3,28,-17
Kevin Durant,Suns,31-Oct-23,PHX vs. SAS,L,37,12,19,63.20%,1,3,33.30%,1,2,50.00%,0,2,2,7,2,0,5,0,26,3
Kevin Durant,Suns,28-Oct-23,PHX vs. UTA,W,29,8,11,72.70%,1,4,25.00%,9,9,100.00%,0,4,4,7,1,1,2,1,26,30
Kevin Durant,Suns,26-Oct-23,PHX @ LAL,L,39,14,28,50.00%,1,5,20.00%,10,13,76.90%,0,11,11,2,1,1,8,2,39,18
Kevin Durant,Suns,24-Oct-23,PHX @ GSW,W,37,7,22,31.80%,1,2,50.00%,3,5,60.00%,2,9,11,3,0,1,2,1,18,0
Kevin Durant - Average,Average,,,,36.7,10.1,20.3,51.20%,1.8,4.2,41.30%,8,9.4,80.80%,0.5,6.6,7.1,4.6,0.9,1.2,4.1,1.6,30,2.8
Jalen Duren,Pistons,10-Nov-23,DET vs. PHI,L,23,2,5,40.00%,0,0,0.00%,0,0,0.00%,1,3,4,3,0,1,3,1,4,-8
Jalen Duren,Pistons,8-Nov-23,DET @ MIL,L,28,5,10,50.00%,0,1,0.00%,1,1,100.00%,3,9,12,5,0,0,2,5,11,-3
Jalen Duren,Pistons,5-Nov-23,DET vs. PHX,L,31,6,10,60.00%,0,0,0.00%,0,0,0.00%,3,8,11,3,2,0,5,4,12,-19
Jalen Duren,Pistons,2-Nov-23,DET @ NOP,L,25,5,8,62.50%,0,0,0.00%,2,2,100.00%,0,5,5,1,0,0,1,5,12,-12
Jalen Duren,Pistons,30-Oct-23,DET @ OKC,L,23,4,11,36.40%,0,0,0.00%,0,1,0.00%,3,4,7,1,1,0,1,3,8,-8
Jalen Duren,Pistons,28-Oct-23,DET vs. CHI,W,33,9,11,81.80%,0,0,0.00%,5,5,100.00%,6,9,15,5,1,2,1,3,23,6
Jalen Duren,Pistons,27-Oct-23,DET @ CHA,W,35,7,8,87.50%,0,0,0.00%,0,0,0.00%,6,11,17,3,1,2,5,3,14,5
Jalen Duren,Pistons,25-Oct-23,DET @ MIA,L,32,8,11,72.70%,0,0,0.00%,1,3,33.30%,6,8,14,4,0,4,4,4,17,-4
Jalen Duren - Average,Average,,,,28.8,5.8,9.2,61.40%,0,0.1,0.00%,1.1,1.5,41.70%,3.5,7.1,10.6,3.1,0.6,1.1,2.8,3.5,12.6,-5.4
Tari Eason,Rockets,12-Nov-23,HOU vs. DEN,W,16,3,4,75.00%,2,3,66.70%,0,0,0.00%,1,2,3,2,1,0,0,1,8,12
Tari Eason,Rockets,10-Nov-23,HOU vs. NOP,W,19,1,8,12.50%,0,2,0.00%,0,0,0.00%,1,7,8,0,0,2,0,3,2,-2
Tari Eason,Rockets,8-Nov-23,HOU vs. LAL,W,14,4,10,40.00%,1,2,50.00%,0,0,0.00%,4,5,9,2,0,1,2,1,9,5
Tari Eason - Average,Average,,,,16.3,2.7,7.3,42.50%,1,2.3,38.90%,0,0,0.00%,2,4.7,6.7,1.3,0.3,1,0.7,1.7,6.3,5
Anthony Edwards,Timberwolves,12-Nov-23,MIN @ GSW,W,38,11,27,40.70%,1,9,11.10%,10,10,100.00%,1,5,6,7,2,0,4,0,33,15
Anthony Edwards,Timberwolves,10-Nov-23,MIN @ SAS,W,37,9,21,42.90%,2,8,25.00%,8,11,72.70%,2,5,7,5,2,1,4,1,28,3
Anthony Edwards,Timberwolves,8-Nov-23,MIN vs. NOP,W,33,10,22,45.50%,2,8,25.00%,4,5,80.00%,0,3,3,8,3,2,3,1,26,35
Anthony Edwards,Timberwolves,6-Nov-23,MIN vs. BOS,W,38,15,25,60.00%,2,8,25.00%,6,7,85.70%,0,9,9,7,1,0,3,5,38,18
Anthony Edwards,Timberwolves,4-Nov-23,MIN vs. UTA,W,36,13,19,68.40%,2,4,50.00%,3,5,60.00%,0,8,8,6,1,0,6,0,31,27
Anthony Edwards,Timberwolves,1-Nov-23,MIN vs. DEN,W,32,8,16,50.00%,1,4,25.00%,7,8,87.50%,0,2,2,1,2,0,4,1,24,11
Anthony Edwards,Timberwolves,30-Oct-23,MIN @ ATL,L,38,13,21,61.90%,5,8,62.50%,0,1,0.00%,0,5,5,7,1,0,5,4,31,-9
Anthony Edwards,Timberwolves,28-Oct-23,MIN vs. MIA,W,33,7,15,46.70%,3,5,60.00%,2,2,100.00%,0,2,2,7,0,0,2,3,19,21
Anthony Edwards,Timberwolves,25-Oct-23,MIN @ TOR,L,38,8,27,29.60%,4,7,57.10%,6,6,100.00%,5,9,14,1,0,0,2,1,26,0
Anthony Edwards - Average,Average,,,,35.9,10.4,21.4,49.50%,2.4,6.8,37.90%,5.1,6.1,76.20%,0.9,5.3,6.2,5.4,1.3,0.3,3.7,1.8,28.4,13.4
Kessler Edwards,Kings,10-Nov-23,SAC vs. OKC,W,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3
Kessler Edwards,Kings,8-Nov-23,SAC vs. POR,W,16,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,4,4,1,0,1,1,4,0,4
Kessler Edwards,Kings,6-Nov-23,SAC @ HOU,L,12,1,4,25.00%,1,2,50.00%,1,2,50.00%,0,1,1,2,1,0,0,1,4,11
Kessler Edwards,Kings,4-Nov-23,SAC @ HOU,L,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0
Kessler Edwards,Kings,29-Oct-23,SAC vs. LAL,W,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Kessler Edwards,Kings,25-Oct-23,SAC @ UTA,W,1,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Kessler Edwards - Average,Average,,,,5.5,0.2,1,4.20%,0.2,0.7,8.30%,0.2,0.3,8.30%,0,0.8,0.8,0.5,0.2,0.2,0.2,0.8,0.7,1.3
Keon Ellis,Kings,10-Nov-23,SAC vs. OKC,W,31,2,8,25.00%,1,7,14.30%,3,4,75.00%,1,3,4,2,0,3,1,3,8,4
Keon Ellis,Kings,8-Nov-23,SAC vs. POR,W,21,1,3,33.30%,0,2,0.00%,2,3,66.70%,0,4,4,0,3,0,2,1,4,-4
Keon Ellis,Kings,6-Nov-23,SAC @ HOU,L,14,5,7,71.40%,4,6,66.70%,1,4,25.00%,1,1,2,1,1,0,0,1,15,10
Keon Ellis,Kings,4-Nov-23,SAC @ HOU,L,1,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,1,0,0,1,0,0
Keon Ellis,Kings,25-Oct-23,SAC @ UTA,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Keon Ellis - Average,Average,,,,13.6,1.6,3.8,25.90%,1,3.2,16.20%,1.2,2.2,33.30%,0.4,1.6,2,0.6,1,0.6,0.6,1.2,5.4,1.6
Joel Embiid,76ers,12-Nov-23,PHI vs. IND,W,33,12,26,46.20%,1,4,25.00%,12,14,85.70%,8,5,13,7,1,1,3,2,37,-1
Joel Embiid,76ers,10-Nov-23,PHI @ DET,W,36,8,21,38.10%,1,4,25.00%,16,19,84.20%,7,9,16,3,0,2,5,3,33,1
Joel Embiid,76ers,8-Nov-23,PHI vs. BOS,W,37,10,20,50.00%,1,4,25.00%,6,6,100.00%,1,9,10,4,1,4,6,3,27,4
Joel Embiid,76ers,6-Nov-23,PHI vs. WAS,W,31,17,25,68.00%,0,2,0.00%,14,14,100.00%,2,9,11,6,1,1,1,2,48,15
Joel Embiid,76ers,4-Nov-23,PHI vs. PHX,W,31,9,18,50.00%,3,3,100.00%,5,5,100.00%,3,8,11,3,0,1,4,2,26,4
Joel Embiid,76ers,2-Nov-23,PHI vs. TOR,W,35,8,22,36.40%,0,2,0.00%,12,13,92.30%,5,8,13,7,0,1,4,2,28,22
Joel Embiid,76ers,29-Oct-23,PHI vs. POR,W,29,12,22,54.50%,2,4,50.00%,9,12,75.00%,5,10,15,7,2,6,3,3,35,28
Joel Embiid,76ers,28-Oct-23,PHI @ TOR,W,35,14,21,66.70%,1,3,33.30%,5,6,83.30%,0,9,9,8,1,2,1,0,34,-2
Joel Embiid,76ers,26-Oct-23,PHI @ MIL,L,36,9,21,42.90%,3,7,42.90%,3,8,37.50%,0,7,7,6,0,1,7,5,24,-1
Joel Embiid - Average,Average,,,,33.7,11,21.8,50.30%,1.3,3.7,33.50%,9.1,10.8,84.20%,3.4,8.2,11.7,5.7,0.7,2.1,3.8,2.4,32.4,7.8
Drew Eubanks,Suns,12-Nov-23,PHX vs. OKC,L,21,7,9,77.80%,0,0,0.00%,1,2,50.00%,4,1,5,1,0,0,2,1,15,4
Drew Eubanks,Suns,10-Nov-23,PHX vs. LAL,L,14,1,3,33.30%,0,0,0.00%,0,0,0.00%,2,3,5,1,0,1,2,2,2,-6
Drew Eubanks,Suns,8-Nov-23,PHX @ CHI,W,14,1,1,100.00%,0,0,0.00%,2,2,100.00%,0,3,3,2,0,2,0,2,4,-12
Drew Eubanks,Suns,5-Nov-23,PHX @ DET,W,18,4,5,80.00%,0,0,0.00%,0,0,0.00%,1,2,3,1,1,3,2,4,8,6
Drew Eubanks,Suns,4-Nov-23,PHX @ PHI,L,20,2,4,50.00%,0,0,0.00%,6,6,100.00%,2,3,5,4,1,1,0,1,10,-13
Drew Eubanks,Suns,2-Nov-23,PHX vs. SAS,L,27,5,9,55.60%,0,0,0.00%,3,3,100.00%,1,4,5,1,0,1,1,1,13,-9
Drew Eubanks,Suns,31-Oct-23,PHX vs. SAS,L,17,1,3,33.30%,0,0,0.00%,1,2,50.00%,1,8,9,4,1,2,2,1,3,13
Drew Eubanks,Suns,28-Oct-23,PHX vs. UTA,W,19,6,7,85.70%,0,0,0.00%,0,0,0.00%,2,3,5,2,0,2,0,3,12,11
Drew Eubanks,Suns,26-Oct-23,PHX @ LAL,L,17,1,2,50.00%,0,0,0.00%,0,0,0.00%,1,3,4,2,0,0,2,3,2,-1
Drew Eubanks,Suns,24-Oct-23,PHX @ GSW,W,19,1,3,33.30%,0,0,0.00%,2,4,50.00%,2,5,7,2,0,3,3,3,4,-2
Drew Eubanks - Average,Average,,,,18.6,2.9,4.6,59.90%,0,0,0.00%,1.5,1.9,45.00%,1.6,3.5,5.1,2,0.3,1.5,1.4,2.1,7.3,-0.9
Dante Exum,Jazz,12-Nov-23,DAL @ NOP,W,13,3,6,50.00%,0,0,0.00%,0,0,0.00%,0,1,1,1,1,1,0,2,6,6
Dante Exum,Jazz,10-Nov-23,DAL vs. LAC,W,18,3,7,42.90%,2,3,66.70%,0,0,0.00%,1,1,2,6,0,0,0,3,8,7
Dante Exum,Jazz,8-Nov-23,DAL vs. TOR,L,8,2,3,66.70%,0,0,0.00%,1,3,33.30%,2,3,5,0,0,0,0,1,5,2
Dante Exum,Jazz,5-Nov-23,DAL vs. CHA,W,3,1,2,50.00%,1,1,100.00%,0,0,0.00%,0,1,1,0,0,0,0,1,3,-1
Dante Exum,Jazz,3-Nov-23,DAL @ DEN,L,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,2
Dante Exum,Jazz,1-Nov-23,DAL vs. CHI,W,10,1,3,33.30%,0,0,0.00%,0,0,0.00%,0,2,2,0,1,0,1,0,2,-5
Dante Exum,Jazz,30-Oct-23,DAL @ MEM,W,6,1,3,33.30%,0,0,0.00%,0,0,0.00%,0,4,4,2,0,0,0,0,2,7
Dante Exum,Jazz,27-Oct-23,DAL vs. BKN,W,4,1,2,50.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,1,1,0,0,2,-1
Dante Exum,Jazz,25-Oct-23,DAL @ SAS,W,8,1,2,50.00%,0,1,0.00%,1,1,100.00%,0,1,1,0,0,0,0,1,3,4
Dante Exum - Average,Average,,,,7.9,1.4,3.1,41.80%,0.3,0.7,18.50%,0.2,0.4,14.80%,0.3,1.4,1.8,1,0.3,0.2,0.1,0.9,3.4,2.3
Bruno Fernando,Hawks,9-Nov-23,ATL @ ORL,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,7
Bruno Fernando,Hawks,30-Oct-23,ATL vs. MIN,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-4
Bruno Fernando,Hawks,29-Oct-23,ATL @ MIL,W,5,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,2,1,0,-7
Bruno Fernando - Average,Average,,,,2.3,0,0.3,0.00%,0,0.3,0.00%,0,0,0.00%,0,0,0,0,0,0,0.7,0.7,0,-1.3
Dorian Finney-Smith,Nets,12-Nov-23,BKN vs. WAS,W,20,2,7,28.60%,2,6,33.30%,0,0,0.00%,2,1,3,0,0,0,2,5,6,7
Dorian Finney-Smith,Nets,10-Nov-23,BKN @ BOS,L,27,3,6,50.00%,3,5,60.00%,0,0,0.00%,2,1,3,2,0,1,0,4,9,-24
Dorian Finney-Smith,Nets,8-Nov-23,BKN vs. LAC,W,35,4,11,36.40%,4,8,50.00%,0,0,0.00%,3,6,9,2,1,3,0,2,12,4
Dorian Finney-Smith,Nets,6-Nov-23,BKN vs. MIL,L,37,3,12,25.00%,1,7,14.30%,0,0,0.00%,4,2,6,2,0,1,1,2,7,7
Dorian Finney-Smith,Nets,4-Nov-23,BKN vs. BOS,L,37,5,10,50.00%,4,9,44.40%,0,0,0.00%,4,4,8,1,0,0,0,3,14,-19
Dorian Finney-Smith,Nets,3-Nov-23,BKN @ CHI,W,33,8,14,57.10%,5,9,55.60%,0,0,0.00%,2,1,3,0,0,1,0,1,21,-8
Dorian Finney-Smith,Nets,1-Nov-23,BKN @ MIA,W,30,6,10,60.00%,3,5,60.00%,0,0,0.00%,0,3,3,2,0,0,1,3,15,-20
Dorian Finney-Smith,Nets,30-Oct-23,BKN @ CHA,W,31,7,12,58.30%,4,9,44.40%,1,2,50.00%,1,6,7,1,1,2,1,0,19,5
Dorian Finney-Smith,Nets,27-Oct-23,BKN @ DAL,L,32,4,8,50.00%,4,7,57.10%,0,0,0.00%,1,6,7,3,0,0,2,5,12,-15
Dorian Finney-Smith,Nets,25-Oct-23,BKN vs. CLE,L,28,4,8,50.00%,2,6,33.30%,0,1,0.00%,1,4,5,2,0,0,3,1,10,7
Dorian Finney-Smith - Average,Average,,,,31,4.6,9.8,46.50%,3.2,7.1,45.20%,0.1,0.3,5.00%,2,3.4,5.4,1.5,0.2,0.8,1,2.6,12.5,-5.6
Malachi Flynn,Raptors,11-Nov-23,TOR @ BOS,L,23,5,7,71.40%,2,4,50.00%,0,1,0.00%,0,1,1,1,0,0,1,0,12,-21
Malachi Flynn,Raptors,8-Nov-23,TOR @ DAL,W,15,2,5,40.00%,2,4,50.00%,2,2,100.00%,0,4,4,4,0,0,0,2,8,7
Malachi Flynn,Raptors,5-Nov-23,TOR @ SAS,W,15,1,3,33.30%,1,2,50.00%,2,2,100.00%,1,2,3,4,0,0,0,1,5,6
Malachi Flynn,Raptors,2-Nov-23,TOR @ PHI,L,17,2,5,40.00%,2,3,66.70%,0,0,0.00%,1,2,3,1,2,0,1,2,6,-8
Malachi Flynn,Raptors,1-Nov-23,TOR vs. MIL,W,19,1,3,33.30%,0,1,0.00%,0,0,0.00%,1,2,3,4,3,0,3,1,2,-2
Malachi Flynn,Raptors,30-Oct-23,TOR vs. POR,L,15,3,5,60.00%,0,2,0.00%,0,0,0.00%,0,1,1,0,1,0,1,1,6,-9
Malachi Flynn,Raptors,28-Oct-23,TOR vs. PHI,L,13,2,4,50.00%,2,2,100.00%,1,1,100.00%,0,0,0,2,1,0,3,1,7,-2
Malachi Flynn,Raptors,27-Oct-23,TOR @ CHI,L,4,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-14
Malachi Flynn,Raptors,25-Oct-23,TOR vs. MIN,W,10,1,3,33.30%,1,1,100.00%,0,0,0.00%,0,0,0,2,1,0,2,4,3,-14
Malachi Flynn - Average,Average,,,,14.6,1.9,4,40.10%,1.1,2.2,46.30%,0.6,0.7,33.30%,0.3,1.3,1.7,2,0.9,0,1.2,1.3,5.4,-6.3
Simone Fontecchio,Jazz,10-Nov-23,UTA @ MEM,W,12,2,3,66.70%,2,2,100.00%,0,0,0.00%,1,1,2,1,2,0,1,2,6,-8
Simone Fontecchio,Jazz,8-Nov-23,UTA @ IND,L,18,4,8,50.00%,2,5,40.00%,0,0,0.00%,3,2,5,1,0,1,2,2,10,-15
Simone Fontecchio,Jazz,6-Nov-23,UTA @ CHI,L,4,0,2,0.00%,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,5
Simone Fontecchio,Jazz,4-Nov-23,UTA @ MIN,L,10,2,3,66.70%,1,1,100.00%,0,0,0.00%,0,2,2,0,0,0,1,0,5,-7
Simone Fontecchio,Jazz,2-Nov-23,UTA vs. ORL,L,7,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,2,2,0,0,0,0,0,0,5
Simone Fontecchio,Jazz,1-Nov-23,UTA vs. MEM,W,8,2,5,40.00%,1,3,33.30%,0,0,0.00%,0,1,1,1,0,0,1,1,5,-3
Simone Fontecchio,Jazz,28-Oct-23,UTA @ PHX,L,18,5,8,62.50%,3,6,50.00%,0,0,0.00%,1,2,3,0,0,1,2,1,13,6
Simone Fontecchio,Jazz,25-Oct-23,UTA vs. SAC,L,2,1,2,50.00%,0,1,0.00%,0,0,0.00%,1,0,1,1,0,0,0,0,2,2
Simone Fontecchio - Average,Average,,,,9.9,2,4,42.00%,1.1,2.6,40.40%,0,0,0.00%,0.8,1.2,2,0.5,0.2,0.2,1,0.8,5.1,-1.9
Jordan Ford,Kings,6-Nov-23,SAC @ HOU,L,8,2,3,66.70%,1,1,100.00%,0,0,0.00%,0,1,1,1,0,0,0,0,5,9
Jordan Ford,Kings,4-Nov-23,SAC @ HOU,L,1,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,0,2,0
Jordan Ford,Kings,25-Oct-23,SAC @ UTA,W,1,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Jordan Ford - Average,Average,,,,3.3,0.7,1.3,22.20%,0.3,0.3,33.30%,0.7,0.7,33.30%,0,0.3,0.3,0.3,0,0,0,0,2.3,2.3
Trent Forrest,Hawks,29-Oct-23,ATL @ MIL,W,5,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,1,0,-7
Trent Forrest - Average,Average,,,,5,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,1,0,-7
De'Aaron Fox,Kings,29-Oct-23,SAC vs. LAL,W,34,14,24,58.30%,3,8,37.50%,6,8,75.00%,1,3,4,8,1,1,3,5,37,15
De'Aaron Fox,Kings,27-Oct-23,SAC vs. GSW,L,39,14,28,50.00%,5,9,55.60%,6,7,85.70%,0,4,4,4,2,0,2,3,39,1
De'Aaron Fox,Kings,25-Oct-23,SAC @ UTA,W,33,6,18,33.30%,1,7,14.30%,5,6,83.30%,2,3,5,6,1,1,3,4,18,14
De'Aaron Fox - Average,Average,,,,35.3,11.3,23.3,47.20%,3,8,35.80%,5.7,7,81.30%,1,3.3,4.3,6,1.3,0.7,2.7,4,31.3,10
Alex Fudge,Lakers,4-Nov-23,LAL @ ORL,L,4,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3
Alex Fudge - Average,Average,,,,4,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3
Markelle Fultz,Magic,9-Nov-23,ORL vs. ATL,L,29,5,12,41.70%,0,0,0.00%,3,3,100.00%,2,0,2,3,1,0,1,1,13,-2
Markelle Fultz,Magic,31-Oct-23,ORL @ LAC,L,32,6,11,54.50%,0,0,0.00%,0,1,0.00%,1,4,5,1,1,0,2,3,12,-16
Markelle Fultz,Magic,30-Oct-23,ORL @ LAL,L,33,7,16,43.80%,0,1,0.00%,0,0,0.00%,1,3,4,8,1,2,1,2,14,0
Markelle Fultz,Magic,27-Oct-23,ORL @ POR,W,25,4,8,50.00%,0,2,0.00%,0,0,0.00%,1,1,2,6,0,0,1,0,8,11
Markelle Fultz,Magic,25-Oct-23,ORL vs. HOU,W,25,5,9,55.60%,0,0,0.00%,0,0,0.00%,3,1,4,2,3,0,1,0,10,12
Markelle Fultz - Average,Average,,,,28.8,5.4,11.2,49.10%,0,0.6,0.00%,0.6,0.8,20.00%,1.6,1.8,3.4,4,1.2,0.4,1.2,1.2,11.4,1
Daniel Gafford,Wizards,12-Nov-23,WAS @ BKN,L,16,2,3,66.70%,0,0,0.00%,1,2,50.00%,2,3,5,0,2,0,1,1,5,-4
Daniel Gafford,Wizards,10-Nov-23,WAS vs. CHA,L,30,4,7,57.10%,0,0,0.00%,2,3,66.70%,4,5,9,1,2,4,2,4,10,-16
Daniel Gafford,Wizards,8-Nov-23,WAS @ CHA,W,13,2,3,66.70%,0,0,0.00%,1,2,50.00%,3,2,5,1,0,2,1,4,5,3
Daniel Gafford,Wizards,6-Nov-23,WAS @ PHI,L,30,6,7,85.70%,0,0,0.00%,0,0,0.00%,3,4,7,3,0,5,4,5,12,-3
Daniel Gafford,Wizards,3-Nov-23,WAS @ MIA,L,20,1,1,100.00%,0,0,0.00%,2,3,66.70%,1,4,5,1,0,2,2,5,4,-10
Daniel Gafford,Wizards,28-Oct-23,WAS vs. MEM,W,28,3,4,75.00%,0,0,0.00%,4,6,66.70%,4,7,11,0,0,2,1,2,10,8
Daniel Gafford,Wizards,25-Oct-23,WAS @ IND,L,21,2,2,100.00%,0,0,0.00%,2,4,50.00%,1,4,5,0,0,2,0,5,6,-23
Daniel Gafford - Average,Average,,,,22.6,2.9,3.9,78.70%,0,0,0.00%,1.7,2.9,50.00%,2.6,4.1,6.7,0.9,0.6,2.4,1.6,3.7,7.4,-6.4
Danilo Gallinari,Wizards,12-Nov-23,WAS @ BKN,L,20,3,7,42.90%,1,3,33.30%,5,5,100.00%,0,3,3,3,1,0,0,1,12,14
Danilo Gallinari,Wizards,10-Nov-23,WAS vs. CHA,L,18,3,6,50.00%,1,4,25.00%,2,2,100.00%,1,0,1,4,0,0,1,1,9,9
Danilo Gallinari,Wizards,8-Nov-23,WAS @ CHA,W,20,7,11,63.60%,4,7,57.10%,0,2,0.00%,0,4,4,2,0,1,1,3,18,18
Danilo Gallinari,Wizards,6-Nov-23,WAS @ PHI,L,4,0,2,0.00%,0,2,0.00%,1,1,100.00%,0,1,1,0,0,0,0,0,1,-9
Danilo Gallinari,Wizards,3-Nov-23,WAS @ MIA,L,9,3,5,60.00%,0,1,0.00%,0,2,0.00%,1,2,3,3,0,0,1,0,6,-4
Danilo Gallinari,Wizards,1-Nov-23,WAS @ ATL,L,19,4,5,80.00%,0,0,0.00%,0,0,0.00%,1,4,5,0,0,0,0,1,8,-4
Danilo Gallinari,Wizards,30-Oct-23,WAS vs. BOS,L,16,1,5,20.00%,0,2,0.00%,1,2,50.00%,0,2,2,2,1,0,1,0,3,-14
Danilo Gallinari,Wizards,28-Oct-23,WAS vs. MEM,W,8,2,3,66.70%,0,1,0.00%,1,1,100.00%,0,0,0,1,1,0,0,0,5,2
Danilo Gallinari,Wizards,25-Oct-23,WAS @ IND,L,17,4,7,57.10%,2,2,100.00%,6,6,100.00%,2,1,3,0,0,0,0,1,16,5
Danilo Gallinari - Average,Average,,,,14.6,3,5.7,48.90%,0.9,2.4,23.90%,1.8,2.3,61.10%,0.6,1.9,2.4,1.7,0.3,0.1,0.4,0.8,8.7,1.9
Darius Garland,Cavaliers,11-Nov-23,CLE @ GSW,W,36,6,13,46.20%,3,5,60.00%,4,6,66.70%,2,4,6,4,5,0,4,2,19,5
Darius Garland,Cavaliers,8-Nov-23,CLE @ OKC,L,36,7,11,63.60%,1,3,33.30%,0,1,0.00%,1,2,3,9,2,1,8,4,15,-1
