SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,Player,Team
22023,1630700,0022300166,8-Nov-23,NOP @ MIN,L,31,3,10,0.3,1,3,0.333,0,0,0,1,2,3,5,4,0,3,2,7,-26,Dyson Daniels,Pelicans
22023,1630700,0022300156,6-Nov-23,NOP @ DEN,L,21,4,5,0.8,1,1,1,0,0,0,0,2,2,1,1,1,3,0,9,9,Dyson Daniels,Pelicans
22023,1630700,0022300135,4-Nov-23,NOP vs. ATL,L,22,3,4,0.75,1,2,0.5,0,0,0,1,2,3,5,1,1,0,0,7,-4,Dyson Daniels,Pelicans
22023,1630700,0022300129,2-Nov-23,NOP vs. DET,W,25,3,4,0.75,2,2,1,2,2,1,1,6,7,6,1,0,1,2,10,5,Dyson Daniels,Pelicans
22023,1630700,0022300121,1-Nov-23,NOP @ OKC,W,25,3,10,0.3,1,6,0.167,1,4,0.25,3,1,4,1,1,2,1,1,8,-6,Dyson Daniels,Pelicans
22023,1630700,0022300108,30-Oct-23,NOP vs. GSW,L,24,3,5,0.6,1,2,0.5,0,0,0,0,4,4,3,0,0,0,1,7,-13,Dyson Daniels,Pelicans
22023,1630700,0022300090,28-Oct-23,NOP vs. NYK,W,22,1,7,0.143,0,3,0,0,4,0,0,4,4,3,1,0,1,2,2,11,Dyson Daniels,Pelicans
22023,1630700,0022300071,25-Oct-23,NOP @ MEM,W,19,3,6,0.5,0,1,0,0,0,0,2,3,5,0,2,1,2,4,6,-2,Dyson Daniels,Pelicans
22023,203076,0022300187,12-Nov-23,LAL vs. POR,,41,9,16,0.563,0,1,0,10,12,0.833,1,8,9,5,0,3,1,0,28,12,Anthony Davis,Lakers
22023,203076,0022300015,10-Nov-23,LAL @ PHX,W,36,5,14,0.357,0,0,0,8,8,1,4,7,11,4,0,1,1,3,18,-5,Anthony Davis,Lakers
22023,203076,0022300150,6-Nov-23,LAL @ MIA,L,25,4,7,0.571,0,0,0,1,1,1,0,6,6,4,0,1,1,2,9,-9,Anthony Davis,Lakers
22023,203076,0022300134,4-Nov-23,LAL @ ORL,L,32,10,15,0.667,0,0,0,8,8,1,6,7,13,3,0,7,4,5,28,-24,Anthony Davis,Lakers
22023,203076,0022300127,1-Nov-23,LAL vs. LAC,W,48,10,18,0.556,0,0,0,7,9,0.778,4,6,10,3,1,4,0,3,27,11,Anthony Davis,Lakers
22023,203076,0022300111,30-Oct-23,LAL vs. ORL,W,38,12,18,0.667,0,1,0,2,3,0.667,2,17,19,5,1,3,1,3,26,-2,Anthony Davis,Lakers
22023,203076,0022300100,29-Oct-23,LAL @ SAC,L,42,11,22,0.5,1,2,0.5,7,8,0.875,6,10,16,2,2,3,0,5,30,-10,Anthony Davis,Lakers
22023,203076,0022300076,26-Oct-23,LAL vs. PHX,W,39,10,17,0.588,1,2,0.5,9,10,0.9,3,9,12,2,3,3,2,2,30,7,Anthony Davis,Lakers
22023,203076,0022300061,24-Oct-23,LAL @ DEN,L,34,6,17,0.353,1,2,0.5,4,4,1,1,7,8,4,0,2,2,3,17,-17,Anthony Davis,Lakers
22023,1631098,0022300157,8-Nov-23,WAS @ CHA,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,Johnny Davis,Wizards
22023,1631098,0022300148,6-Nov-23,WAS @ PHI,L,14,2,8,0.25,0,0,0,0,0,0,2,1,3,1,0,0,0,0,4,-6,Johnny Davis,Wizards
22023,1631098,0022300003,3-Nov-23,WAS @ MIA,L,13,5,5,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,11,19,Johnny Davis,Wizards
22023,1631098,0022300117,1-Nov-23,WAS @ ATL,L,10,3,6,0.5,0,1,0,1,1,1,0,1,1,0,3,0,0,3,7,-9,Johnny Davis,Wizards
22023,1631098,0022300103,30-Oct-23,WAS vs. BOS,L,16,2,4,0.5,0,0,0,1,2,0.5,1,1,2,0,0,0,2,2,5,8,Johnny Davis,Wizards
22023,201942,0022300181,12-Nov-23,CHI vs. DET,W,37,11,19,0.579,2,3,0.667,5,5,1,1,0,1,1,0,4,0,1,29,12,DeMar DeRozan,Bulls
22023,201942,0022300162,8-Nov-23,CHI vs. PHX,L,40,6,20,0.3,1,4,0.25,9,11,0.818,0,2,2,7,1,2,2,2,22,-3,DeMar DeRozan,Bulls
22023,201942,0022300152,6-Nov-23,CHI vs. UTA,W,30,8,13,0.615,1,1,1,4,5,0.8,3,2,5,4,4,0,1,3,21,2,DeMar DeRozan,Bulls
22023,201942,0022300139,4-Nov-23,CHI @ DEN,L,34,7,16,0.438,0,1,0,3,4,0.75,0,3,3,6,0,0,0,4,17,-18,DeMar DeRozan,Bulls
22023,201942,0022300004,3-Nov-23,CHI vs. BKN,L,33,9,20,0.45,2,4,0.5,4,4,1,1,0,1,4,0,0,0,0,24,-16,DeMar DeRozan,Bulls
22023,201942,0022300124,1-Nov-23,CHI @ DAL,L,33,5,13,0.385,0,1,0,6,6,1,1,2,3,7,1,0,2,3,16,-17,DeMar DeRozan,Bulls
22023,201942,0022300102,30-Oct-23,CHI @ IND,W,35,6,19,0.316,0,1,0,8,8,1,1,2,3,4,0,1,0,2,20,15,DeMar DeRozan,Bulls
22023,201942,0022300088,28-Oct-23,CHI @ DET,L,32,7,13,0.538,0,1,0,6,7,0.857,1,1,2,4,1,2,1,3,20,-11,DeMar DeRozan,Bulls
22023,201942,0022300082,27-Oct-23,CHI vs. TOR,W,41,11,22,0.5,1,3,0.333,10,14,0.714,1,3,4,3,4,1,2,2,33,0,DeMar DeRozan,Bulls
22023,201942,0022300070,25-Oct-23,CHI vs. OKC,L,33,9,20,0.45,1,3,0.333,1,3,0.333,2,3,5,2,1,1,0,1,20,-29,DeMar DeRozan,Bulls
22023,1628978,0022300177,12-Nov-23,NYK vs. CHA,W,23,3,8,0.375,1,6,0.167,2,3,0.667,1,0,1,2,0,1,1,2,9,16,Donte DiVincenzo,Knicks
22023,1628978,0022300161,8-Nov-23,NYK vs. SAS,W,20,1,6,0.167,1,3,0.333,0,0,0,1,3,4,2,1,0,0,1,3,-12,Donte DiVincenzo,Knicks
22023,1628978,0022300151,6-Nov-23,NYK vs. LAC,W,16,4,6,0.667,3,5,0.6,1,2,0.5,2,4,6,1,1,1,1,1,12,13,Donte DiVincenzo,Knicks
22023,1628978,0022300002,3-Nov-23,NYK @ MIL,L,18,1,8,0.125,1,4,0.25,0,0,0,1,3,4,0,0,0,1,0,3,-10,Donte DiVincenzo,Knicks
22023,1628978,0022300120,1-Nov-23,NYK vs. CLE,L,30,5,10,0.5,3,7,0.429,3,5,0.6,0,2,2,0,2,1,3,3,16,1,Donte DiVincenzo,Knicks
22023,1628978,0022300112,31-Oct-23,NYK @ CLE,W,15,1,3,0.333,1,3,0.333,0,0,0,0,2,2,6,1,0,1,3,3,9,Donte DiVincenzo,Knicks
22023,1628978,0022300090,28-Oct-23,NYK @ NOP,L,20,2,7,0.286,1,5,0.2,0,0,0,2,2,4,1,2,0,2,3,5,-8,Donte DiVincenzo,Knicks
22023,1628978,0022300079,27-Oct-23,NYK @ ATL,W,20,6,10,0.6,3,5,0.6,1,2,0.5,1,1,2,1,1,1,2,2,16,-5,Donte DiVincenzo,Knicks
22023,1628978,0022300065,25-Oct-23,NYK vs. BOS,L,15,0,4,0,0,3,0,0,0,0,0,3,3,2,0,0,0,1,0,5,Donte DiVincenzo,Knicks
22023,1631217,0022300179,12-Nov-23,LAC vs. MEM,L,11,1,2,0.5,0,0,0,0,0,0,1,2,3,0,0,0,0,1,2,-6,Moussa Diabate,Clippers
22023,1631217,0022300014,10-Nov-23,LAC @ DAL,L,16,4,6,0.667,0,0,0,3,4,0.75,6,3,9,0,0,0,0,3,11,2,Moussa Diabate,Clippers
22023,1631217,0022300151,6-Nov-23,LAC @ NYK,L,6,1,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,4,-2,Moussa Diabate,Clippers
22023,1631217,0022300114,31-Oct-23,LAC vs. ORL,W,3,1,2,0.5,0,0,0,0,0,0,1,0,1,2,0,0,1,0,2,2,Moussa Diabate,Clippers
22023,1631217,0022300099,29-Oct-23,LAC vs. SAS,W,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,10,Moussa Diabate,Clippers
22023,1631217,0022300074,25-Oct-23,LAC vs. POR,W,4,1,3,0.333,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,-10,Moussa Diabate,Clippers
22023,1641711,0022300174,11-Nov-23,TOR @ BOS,L,15,1,4,0.25,0,2,0,2,2,1,0,1,1,1,0,0,1,1,4,-4,Gradey Dick,Raptors
22023,1641711,0022300168,8-Nov-23,TOR @ DAL,W,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Gradey Dick,Raptors
22023,1641711,0022300141,5-Nov-23,TOR @ SAS,W,14,0,2,0,0,2,0,0,0,0,1,2,3,4,0,0,1,1,0,0,Gradey Dick,Raptors
22023,1641711,0022300128,2-Nov-23,TOR @ PHI,L,14,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-17,Gradey Dick,Raptors
22023,1641711,0022300116,1-Nov-23,TOR vs. MIL,W,21,2,10,0.2,1,8,0.125,0,0,0,0,1,1,0,0,0,0,1,5,-3,Gradey Dick,Raptors
22023,1641711,0022300105,30-Oct-23,TOR vs. POR,L,21,2,7,0.286,0,3,0,0,0,0,1,5,6,0,2,0,0,3,4,-9,Gradey Dick,Raptors
22023,1641711,0022300092,28-Oct-23,TOR vs. PHI,L,28,5,8,0.625,4,6,0.667,2,2,1,2,0,2,1,0,0,1,5,16,1,Gradey Dick,Raptors
22023,1641711,0022300082,27-Oct-23,TOR @ CHI,L,6,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,Gradey Dick,Raptors
22023,1641711,0022300069,25-Oct-23,TOR vs. MIN,W,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Gradey Dick,Raptors
22023,1631172,0022300185,12-Nov-23,OKC @ PHX,W,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,Ousmane Dieng,Thunder
22023,1631172,0022300016,10-Nov-23,OKC @ SAC,L,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Ousmane Dieng,Thunder
22023,1631172,0022300167,8-Nov-23,OKC vs. CLE,W,9,1,2,0.5,0,1,0,2,2,1,2,3,5,1,1,0,0,1,4,9,Ousmane Dieng,Thunder
22023,1631172,0022300155,6-Nov-23,OKC vs. ATL,W,10,1,4,0.25,1,2,0.5,0,0,0,1,1,2,0,0,0,1,0,3,-5,Ousmane Dieng,Thunder
22023,1631172,0022300005,3-Nov-23,OKC vs. GSW,L,5,1,3,0.333,1,3,0.333,0,0,0,0,1,1,1,0,0,1,0,3,-3,Ousmane Dieng,Thunder
22023,1631172,0022300121,1-Nov-23,OKC vs. NOP,L,12,1,4,0.25,0,3,0,0,0,0,0,2,2,1,0,0,0,0,2,-11,Ousmane Dieng,Thunder
22023,1631172,0022300109,30-Oct-23,OKC vs. DET,W,18,4,4,1,2,2,1,0,1,0,1,0,1,2,0,0,1,0,10,-2,Ousmane Dieng,Thunder
22023,1631172,0022300095,29-Oct-23,OKC vs. DEN,L,19,2,8,0.25,0,5,0,1,1,1,0,5,5,1,0,0,0,0,5,-10,Ousmane Dieng,Thunder
22023,1631172,0022300081,27-Oct-23,OKC @ CLE,W,11,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0,0,3,0,-4,Ousmane Dieng,Thunder
22023,1631172,0022300070,25-Oct-23,OKC @ CHI,W,14,3,5,0.6,3,5,0.6,0,0,0,1,1,2,0,0,0,1,1,9,2,Ousmane Dieng,Thunder
22023,203915,0022300178,12-Nov-23,BKN vs. WAS,W,31,3,10,0.3,0,5,0,6,7,0.857,0,4,4,3,2,1,0,2,12,13,Spencer Dinwiddie,Nets
22023,203915,0022300010,10-Nov-23,BKN @ BOS,L,20,3,7,0.429,3,6,0.5,3,4,0.75,0,4,4,4,0,0,2,2,12,-14,Spencer Dinwiddie,Nets
22023,203915,0022300160,8-Nov-23,BKN vs. LAC,W,26,2,8,0.25,2,7,0.286,1,2,0.5,0,3,3,4,0,0,2,0,7,-1,Spencer Dinwiddie,Nets
22023,203915,0022300149,6-Nov-23,BKN vs. MIL,L,24,1,4,0.25,1,3,0.333,0,0,0,1,2,3,3,0,0,0,0,3,13,Spencer Dinwiddie,Nets
22023,203915,0022300136,4-Nov-23,BKN vs. BOS,L,35,8,14,0.571,3,7,0.429,0,3,0,0,6,6,6,0,0,1,1,19,-6,Spencer Dinwiddie,Nets
22023,203915,0022300004,3-Nov-23,BKN @ CHI,W,31,4,7,0.571,2,4,0.5,0,0,0,0,3,3,9,2,0,3,0,10,15,Spencer Dinwiddie,Nets
22023,203915,0022300101,30-Oct-23,BKN @ CHA,W,13,2,6,0.333,1,3,0.333,0,0,0,0,1,1,3,0,0,1,2,5,14,Spencer Dinwiddie,Nets
22023,203915,0022300084,27-Oct-23,BKN @ DAL,L,40,8,17,0.471,6,12,0.5,1,2,0.5,0,3,3,8,0,0,2,4,23,4,Spencer Dinwiddie,Nets
22023,203915,0022300067,25-Oct-23,BKN vs. CLE,L,24,1,3,0.333,1,3,0.333,2,2,1,0,1,1,3,0,0,1,2,5,-10,Spencer Dinwiddie,Nets
22023,1629029,0022300183,12-Nov-23,DAL @ NOP,W,28,11,18,0.611,4,9,0.444,4,5,0.8,0,4,4,9,1,0,2,0,30,14,Luka Doncic,Mavericks
22023,1629029,0022300014,10-Nov-23,DAL vs. LAC,W,32,17,21,0.81,6,9,0.667,4,4,1,0,6,6,6,1,0,1,1,44,32,Luka Doncic,Mavericks
22023,1629029,0022300168,8-Nov-23,DAL vs. TOR,L,38,11,26,0.423,2,10,0.2,7,10,0.7,0,7,7,8,4,1,4,3,31,-7,Luka Doncic,Mavericks
22023,1629029,0022300147,6-Nov-23,DAL @ ORL,W,35,9,17,0.529,5,10,0.5,6,6,1,0,3,3,6,2,0,6,2,29,7,Luka Doncic,Mavericks
22023,1629029,0022300143,5-Nov-23,DAL vs. CHA,W,36,8,19,0.421,1,9,0.111,6,7,0.857,1,11,12,9,0,1,4,3,23,3,Luka Doncic,Mavericks
22023,1629029,0022300006,3-Nov-23,DAL @ DEN,L,38,11,24,0.458,6,11,0.545,6,7,0.857,3,7,10,8,0,1,9,2,34,-4,Luka Doncic,Mavericks
22023,1629029,0022300124,1-Nov-23,DAL vs. CHI,W,40,5,16,0.313,1,8,0.125,7,9,0.778,0,7,7,10,2,1,6,2,18,11,Luka Doncic,Mavericks
22023,1629029,0022300106,30-Oct-23,DAL @ MEM,W,40,11,22,0.5,6,12,0.5,7,10,0.7,0,12,12,12,1,1,6,4,35,6,Luka Doncic,Mavericks
22023,1629029,0022300084,27-Oct-23,DAL vs. BKN,W,36,16,25,0.64,9,14,0.643,8,10,0.8,1,9,10,7,0,0,0,1,49,9,Luka Doncic,Mavericks
22023,1629029,0022300073,25-Oct-23,DAL @ SAS,W,34,13,25,0.52,3,11,0.273,4,7,0.571,1,12,13,10,2,0,4,1,33,4,Luka Doncic,Mavericks
22023,1629652,0022300185,12-Nov-23,OKC @ PHX,W,33,3,10,0.3,0,5,0,3,4,0.75,2,4,6,1,3,1,0,5,9,8,Luguentz Dort,Thunder
22023,1629652,0022300016,10-Nov-23,OKC @ SAC,L,25,2,5,0.4,2,3,0.667,2,2,1,2,4,6,2,3,1,2,4,8,-11,Luguentz Dort,Thunder
22023,1629652,0022300167,8-Nov-23,OKC vs. CLE,W,36,3,9,0.333,3,5,0.6,5,6,0.833,1,3,4,3,2,3,3,3,14,-5,Luguentz Dort,Thunder
22023,1629652,0022300155,6-Nov-23,OKC vs. ATL,W,32,6,10,0.6,2,5,0.4,5,5,1,2,7,9,3,0,2,2,1,19,7,Luguentz Dort,Thunder
22023,1629652,0022300005,3-Nov-23,OKC vs. GSW,L,30,9,12,0.75,6,6,1,5,7,0.714,2,3,5,0,0,0,1,4,29,-5,Luguentz Dort,Thunder
22023,1629652,0022300121,1-Nov-23,OKC vs. NOP,L,30,3,7,0.429,3,6,0.5,0,0,0,1,1,2,0,1,0,1,4,9,-3,Luguentz Dort,Thunder
22023,1629652,0022300109,30-Oct-23,OKC vs. DET,W,26,3,7,0.429,1,4,0.25,0,0,0,0,2,2,0,2,1,0,1,7,12,Luguentz Dort,Thunder
22023,1629652,0022300095,29-Oct-23,OKC vs. DEN,L,21,3,7,0.429,1,5,0.2,3,3,1,1,0,1,0,1,1,0,2,10,-18,Luguentz Dort,Thunder
22023,1629652,0022300081,27-Oct-23,OKC @ CLE,W,39,9,13,0.692,3,4,0.75,4,6,0.667,3,3,6,2,1,1,1,5,25,-6,Luguentz Dort,Thunder
22023,1629652,0022300070,25-Oct-23,OKC @ CHI,W,33,3,8,0.375,2,5,0.4,0,0,0,0,7,7,2,2,1,2,1,8,13,Luguentz Dort,Thunder
22023,1630245,0022300181,12-Nov-23,CHI vs. DET,W,27,6,7,0.857,0,1,0,1,2,0.5,0,1,1,3,3,0,0,3,13,19,Ayo Dosunmu,Bulls
22023,1630245,0022300162,8-Nov-23,CHI vs. PHX,L,10,1,2,0.5,0,0,0,0,0,0,2,1,3,1,0,0,1,0,2,-4,Ayo Dosunmu,Bulls
22023,1630245,0022300152,6-Nov-23,CHI vs. UTA,W,16,2,5,0.4,2,3,0.667,2,2,1,0,1,1,0,0,0,1,0,8,6,Ayo Dosunmu,Bulls
22023,1630245,0022300124,1-Nov-23,CHI @ DAL,L,11,3,4,0.75,2,3,0.667,0,0,0,0,1,1,1,0,0,0,1,8,8,Ayo Dosunmu,Bulls
22023,1630245,0022300102,30-Oct-23,CHI @ IND,W,10,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,2,0,-2,Ayo Dosunmu,Bulls
22023,1630245,0022300088,28-Oct-23,CHI @ DET,L,15,2,7,0.286,1,2,0.5,0,0,0,2,1,3,3,0,0,0,0,5,-6,Ayo Dosunmu,Bulls
22023,1630245,0022300082,27-Oct-23,CHI vs. TOR,W,11,2,4,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,10,Ayo Dosunmu,Bulls
22023,1630245,0022300070,25-Oct-23,CHI vs. OKC,L,9,3,5,0.6,2,4,0.5,0,0,0,0,0,0,1,1,0,1,0,8,3,Ayo Dosunmu,Bulls
22023,203083,0022300181,12-Nov-23,CHI vs. DET,W,15,5,8,0.625,0,0,0,1,2,0.5,5,8,13,1,2,0,1,2,11,5,Andre Drummond,Bulls
22023,203083,0022300162,8-Nov-23,CHI vs. PHX,L,12,1,1,1,0,0,0,0,0,0,1,2,3,1,1,0,2,2,2,15,Andre Drummond,Bulls
22023,203083,0022300152,6-Nov-23,CHI vs. UTA,W,14,5,10,0.5,0,0,0,2,3,0.667,5,2,7,1,1,1,2,2,12,4,Andre Drummond,Bulls
22023,203083,0022300139,4-Nov-23,CHI @ DEN,L,15,2,3,0.667,0,0,0,1,2,0.5,4,7,11,0,1,0,0,1,5,7,Andre Drummond,Bulls
22023,203083,0022300004,3-Nov-23,CHI vs. BKN,L,12,3,3,1,0,0,0,1,4,0.25,0,4,4,0,1,0,1,1,7,-9,Andre Drummond,Bulls
22023,203083,0022300124,1-Nov-23,CHI @ DAL,L,12,4,5,0.8,0,0,0,0,0,0,1,2,3,0,2,0,0,2,8,-3,Andre Drummond,Bulls
22023,203083,0022300102,30-Oct-23,CHI @ IND,W,14,2,4,0.5,0,0,0,1,2,0.5,2,1,3,2,1,0,1,0,5,7,Andre Drummond,Bulls
22023,203083,0022300088,28-Oct-23,CHI @ DET,L,14,1,6,0.167,0,0,0,0,0,0,3,2,5,2,3,1,0,0,2,-5,Andre Drummond,Bulls
22023,203083,0022300082,27-Oct-23,CHI vs. TOR,W,12,3,6,0.5,0,0,0,2,2,1,2,0,2,0,0,0,2,2,8,1,Andre Drummond,Bulls
22023,203083,0022300070,25-Oct-23,CHI vs. OKC,L,16,3,4,0.75,0,0,0,0,0,0,3,2,5,1,1,0,1,1,6,-1,Andre Drummond,Bulls
22023,1630537,0022300016,10-Nov-23,SAC vs. OKC,W,5,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,1,2,0,-1,Chris Duarte,Kings
22023,1630537,0022300170,8-Nov-23,SAC vs. POR,W,11,1,4,0.25,1,3,0.333,0,0,0,0,2,2,0,1,0,0,2,3,-8,Chris Duarte,Kings
22023,1630537,0022300153,6-Nov-23,SAC @ HOU,L,15,1,3,0.333,1,1,1,2,4,0.5,0,1,1,2,0,0,1,1,5,-8,Chris Duarte,Kings
22023,1630537,0022300137,4-Nov-23,SAC @ HOU,L,26,3,8,0.375,2,6,0.333,2,2,1,0,2,2,1,1,1,0,4,10,-4,Chris Duarte,Kings
22023,1630537,0022300126,1-Nov-23,SAC @ GSW,L,7,0,3,0,0,1,0,2,2,1,0,1,1,2,0,0,1,3,2,-1,Chris Duarte,Kings
22023,1630537,0022300100,29-Oct-23,SAC vs. LAL,W,14,2,4,0.5,0,2,0,0,0,0,0,2,2,0,1,0,0,3,4,1,Chris Duarte,Kings
22023,1630537,0022300087,27-Oct-23,SAC vs. GSW,L,26,1,7,0.143,0,4,0,2,3,0.667,0,1,1,3,1,0,1,6,4,0,Chris Duarte,Kings
22023,1630537,0022300072,25-Oct-23,SAC @ UTA,W,15,3,5,0.6,3,4,0.75,0,0,0,1,1,2,1,0,0,0,3,9,5,Chris Duarte,Kings
22023,1627739,0022300158,8-Nov-23,UTA @ IND,L,12,3,5,0.6,1,1,1,0,0,0,1,3,4,2,0,0,0,0,7,-3,Kris Dunn,Jazz
22023,1627739,0022300152,6-Nov-23,UTA @ CHI,L,11,1,1,1,1,1,1,0,0,0,2,3,5,3,0,0,2,1,3,-3,Kris Dunn,Jazz
22023,1627739,0022300130,2-Nov-23,UTA vs. ORL,L,6,1,2,0.5,0,0,0,0,0,0,0,2,2,3,0,0,0,0,2,-1,Kris Dunn,Jazz
22023,1627739,0022300125,1-Nov-23,UTA vs. MEM,W,13,1,2,0.5,1,1,1,2,2,1,0,1,1,3,0,0,0,3,5,10,Kris Dunn,Jazz
22023,1627739,0022300110,30-Oct-23,UTA @ DEN,L,6,0,2,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,Kris Dunn,Jazz
22023,1627739,0022300094,28-Oct-23,UTA @ PHX,L,20,2,7,0.286,0,1,0,0,0,0,0,2,2,3,2,0,1,2,4,4,Kris Dunn,Jazz
22023,1627739,0022300085,27-Oct-23,UTA vs. LAC,W,19,2,7,0.286,0,2,0,0,0,0,0,1,1,3,1,0,3,6,4,8,Kris Dunn,Jazz
22023,1627739,0022300072,25-Oct-23,UTA vs. SAC,L,16,3,6,0.5,0,1,0,2,4,0.5,0,1,1,2,2,0,4,0,8,-16,Kris Dunn,Jazz
22023,201142,0022300185,12-Nov-23,PHX vs. OKC,L,36,7,18,0.389,3,5,0.6,11,11,1,0,9,9,4,1,2,3,1,28,-6,Kevin Durant,Suns
22023,201142,0022300015,10-Nov-23,PHX vs. LAL,L,39,13,27,0.481,4,6,0.667,8,10,0.8,1,8,9,5,0,0,4,4,38,8,Kevin Durant,Suns
22023,201142,0022300162,8-Nov-23,PHX @ CHI,W,42,7,16,0.438,2,5,0.4,9,9,1,1,6,7,9,2,1,6,2,25,5,Kevin Durant,Suns
22023,201142,0022300140,5-Nov-23,PHX @ DET,W,35,14,27,0.519,1,3,0.333,12,12,1,0,4,4,5,1,2,3,1,41,7,Kevin Durant,Suns
22023,201142,0022300132,4-Nov-23,PHX @ PHI,L,36,9,20,0.45,1,4,0.25,12,14,0.857,1,7,8,3,1,2,5,1,31,-13,Kevin Durant,Suns
22023,201142,0022300131,2-Nov-23,PHX vs. SAS,L,37,10,15,0.667,3,5,0.6,5,9,0.556,0,6,6,1,0,2,3,3,28,-17,Kevin Durant,Suns
22023,201142,0022300113,31-Oct-23,PHX vs. SAS,L,37,12,19,0.632,1,3,0.333,1,2,0.5,0,2,2,7,2,0,5,0,26,3,Kevin Durant,Suns
22023,201142,0022300094,28-Oct-23,PHX vs. UTA,W,29,8,11,0.727,1,4,0.25,9,9,1,0,4,4,7,1,1,2,1,26,30,Kevin Durant,Suns
22023,201142,0022300076,26-Oct-23,PHX @ LAL,L,39,14,28,0.5,1,5,0.2,10,13,0.769,0,11,11,2,1,1,8,2,39,18,Kevin Durant,Suns
22023,201142,0022300062,24-Oct-23,PHX @ GSW,W,37,7,22,0.318,1,2,0.5,3,5,0.6,2,9,11,3,0,1,2,1,18,0,Kevin Durant,Suns
22023,1631105,0022300008,10-Nov-23,DET vs. PHI,L,23,2,5,0.4,0,0,0,0,0,0,1,3,4,3,0,1,3,1,4,-8,Jalen Duren,Pistons
22023,1631105,0022300165,8-Nov-23,DET @ MIL,L,28,5,10,0.5,0,1,0,1,1,1,3,9,12,5,0,0,2,5,11,-3,Jalen Duren,Pistons
22023,1631105,0022300140,5-Nov-23,DET vs. PHX,L,31,6,10,0.6,0,0,0,0,0,0,3,8,11,3,2,0,5,4,12,-19,Jalen Duren,Pistons
22023,1631105,0022300129,2-Nov-23,DET @ NOP,L,25,5,8,0.625,0,0,0,2,2,1,0,5,5,1,0,0,1,5,12,-12,Jalen Duren,Pistons
22023,1631105,0022300109,30-Oct-23,DET @ OKC,L,23,4,11,0.364,0,0,0,0,1,0,3,4,7,1,1,0,1,3,8,-8,Jalen Duren,Pistons
22023,1631105,0022300088,28-Oct-23,DET vs. CHI,W,33,9,11,0.818,0,0,0,5,5,1,6,9,15,5,1,2,1,3,23,6,Jalen Duren,Pistons
22023,1631105,0022300077,27-Oct-23,DET @ CHA,W,35,7,8,0.875,0,0,0,0,0,0,6,11,17,3,1,2,5,3,14,5,Jalen Duren,Pistons
22023,1631105,0022300068,25-Oct-23,DET @ MIA,L,32,8,11,0.727,0,0,0,1,3,0.333,6,8,14,4,0,4,4,4,17,-4,Jalen Duren,Pistons
22023,1631106,0022300182,12-Nov-23,HOU vs. DEN,W,16,3,4,0.75,2,3,0.667,0,0,0,1,2,3,2,1,0,0,1,8,3,Tari Eason,Rockets
22023,1631106,0022300011,10-Nov-23,HOU vs. NOP,W,19,1,8,0.125,0,2,0,0,0,0,1,7,8,0,0,2,0,3,2,-2,Tari Eason,Rockets
22023,1631106,0022300163,8-Nov-23,HOU vs. LAL,W,14,4,10,0.4,1,2,0.5,0,0,0,4,5,9,2,0,1,2,1,9,5,Tari Eason,Rockets
22023,1630162,0022300186,12-Nov-23,MIN @ GSW,W,38,11,27,0.407,1,9,0.111,10,10,1,1,5,6,7,2,0,4,0,33,15,Anthony Edwards,Timberwolves
22023,1630162,0022300013,10-Nov-23,MIN @ SAS,W,37,9,21,0.429,2,8,0.25,8,11,0.727,2,5,7,5,2,1,4,1,28,3,Anthony Edwards,Timberwolves
22023,1630162,0022300166,8-Nov-23,MIN vs. NOP,W,33,10,22,0.455,2,8,0.25,4,5,0.8,0,3,3,8,3,2,3,1,26,35,Anthony Edwards,Timberwolves
22023,1630162,0022300154,6-Nov-23,MIN vs. BOS,W,38,15,25,0.6,2,8,0.25,6,7,0.857,0,9,9,7,1,0,3,5,38,18,Anthony Edwards,Timberwolves
22023,1630162,0022300138,4-Nov-23,MIN vs. UTA,W,36,13,19,0.684,2,4,0.5,3,5,0.6,0,8,8,6,1,0,6,0,31,27,Anthony Edwards,Timberwolves
